Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000264952	ENST00000580102			X	119424065	119424116
ENSG00000239057	ENST00000458843		microRNA 500b [Source:HGNC Symbol;Acc:HGNC:38223]	X	50010671	50010749
ENSG00000207969	ENST00000385234		microRNA 507 [Source:HGNC Symbol;Acc:HGNC:32144]	X	147230984	147231077
ENSG00000252430	ENST00000516621			X	99385195	99385276
ENSG00000244006	ENST00000475891		"RNA, 7SL, cytoplasmic 799, pseudogene [Source:HGNC Symbol;Acc:HGNC:46815]"	X	64210691	64210988
ENSG00000275864	ENST00000612961			X	100249212	100249313
ENSG00000222810	ENST00000410878		"RNA, U2 small nuclear 68, pseudogene [Source:HGNC Symbol;Acc:HGNC:48561]"	X	72376979	72377169
ENSG00000279988	ENST00000624399	ENSP00000485673		X	47835953	47836793
ENSG00000200852	ENST00000363982		"RNA, 5S ribosomal pseudogene 499 [Source:HGNC Symbol;Acc:HGNC:43399]"	X	9133828	9133946
ENSG00000263515	ENST00000408286		microRNA 548an [Source:HGNC Symbol;Acc:HGNC:41681]	X	106639814	106639896
ENSG00000207435	ENST00000384704		"RNA, U6 small nuclear 114, pseudogene [Source:HGNC Symbol;Acc:HGNC:47077]"	X	3572857	3572961
ENSG00000264894	ENST00000577347			X	135206561	135206646
ENSG00000207628	ENST00000384896		microRNA 651 [Source:HGNC Symbol;Acc:HGNC:32907]	X	8126960	8127068
ENSG00000212241	ENST00000390939		Y RNA [Source:RFAM;Acc:RF00019]	X	115139030	115139123
ENSG00000222532	ENST00000410600		microRNA 1468 [Source:HGNC Symbol;Acc:HGNC:35250]	X	63786002	63786087
ENSG00000274655	ENST00000619444		XIST 3' intron conserved motif [Source:RFAM;Acc:RF02266]	X	73821657	73821724
ENSG00000207800	ENST00000385065		microRNA 504 [Source:HGNC Symbol;Acc:HGNC:32139]	X	138667692	138667800
ENSG00000219930	ENST00000422905		glyceraldehyde 3 phosphate dehydrogenase pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:4145]	X	136077844	136078631
ENSG00000206622	ENST00000383895		"small nucleolar RNA, H/ACA box 69 [Source:HGNC Symbol;Acc:HGNC:10226]"	X	119787353	119787484
ENSG00000222667	ENST00000410735		"RNA, U6 small nuclear 394, pseudogene [Source:HGNC Symbol;Acc:HGNC:47357]"	X	66676258	66676364
ENSG00000207873	ENST00000385138		microRNA 513a-1 [Source:HGNC Symbol;Acc:HGNC:32141]	X	147213463	147213591
ENSG00000264338	ENST00000580761			X	126472809	126472882
ENSG00000237793	ENST00000424057		ribosomal protein L18a pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36288]	X	153662162	153662692
ENSG00000276515	ENST00000612886			X	19868637	19868700
ENSG00000275110	ENST00000611066		microRNA 6087 [Source:HGNC Symbol;Acc:HGNC:50045]	X	109054542	109054590
ENSG00000207363	ENST00000384633		Y RNA [Source:RFAM;Acc:RF00019]	X	107901145	107901246
ENSG00000278724	ENST00000615501		Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	151275509	151275789
ENSG00000252486	ENST00000516677		Y RNA [Source:RFAM;Acc:RF00019]	X	27252119	27252235
ENSG00000212014	ENST00000390725		microRNA 509-3 [Source:HGNC Symbol;Acc:HGNC:33675]	X	147259652	147259726
ENSG00000199564	ENST00000362694		"RNA, 5S ribosomal pseudogene 502 [Source:HGNC Symbol;Acc:HGNC:43402]"	X	41292798	41292916
ENSG00000238764	ENST00000458802		Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	X	17357930	17358033
ENSG00000221710	ENST00000408783		microRNA 1298 [Source:HGNC Symbol;Acc:HGNC:35258]	X	114715233	114715344
ENSG00000221705	ENST00000408778		"small nucleolar RNA, H/ACA box 11E [Source:HGNC Symbol;Acc:HGNC:33623]"	X	52063347	52063474
ENSG00000199168	ENST00000362298		microRNA 374a [Source:HGNC Symbol;Acc:HGNC:31788]	X	74287276	74287386
ENSG00000201659	ENST00000364789		"RNA, U12 small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:10109]"	X	47132671	47132826
ENSG00000201666	ENST00000364796		Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	X	28924069	28924138
ENSG00000202024	ENST00000365154		"RNA, U6 small nuclear 934, pseudogene [Source:HGNC Symbol;Acc:HGNC:47897]"	X	101325404	101325510
ENSG00000265658	ENST00000580266		microRNA 3690 [Source:HGNC Symbol;Acc:HGNC:38967]	X	1293918	1293992
ENSG00000206896	ENST00000384169		"RNA, U6 small nuclear 1124, pseudogene [Source:HGNC Symbol;Acc:HGNC:48087]"	X	42174279	42174385
ENSG00000251954	ENST00000516145		"RNA, U6 small nuclear 496, pseudogene [Source:HGNC Symbol;Acc:HGNC:47459]"	X	111421510	111421608
ENSG00000207758	ENST00000385025		microRNA 532 [Source:HGNC Symbol;Acc:HGNC:32795]	X	50003148	50003238
ENSG00000199751	ENST00000362881		Y RNA [Source:RFAM;Acc:RF00019]	X	71491066	71491167
ENSG00000202495	ENST00000365625		Y RNA [Source:RFAM;Acc:RF00019]	X	50171197	50171297
ENSG00000264184	ENST00000577723			X	24286545	24286677
ENSG00000199132	ENST00000362262		microRNA 450a-1 [Source:HGNC Symbol;Acc:HGNC:28008]	X	134540341	134540431
ENSG00000264284	ENST00000580703			X	135568567	135568666
ENSG00000275287	ENST00000610676		Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	388100	388389
ENSG00000273788	ENST00000365612		Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	X	72726122	72726337
ENSG00000275625	ENST00000616291		"FTX transcript, XIST regulator conserved region 4 [Source:RFAM;Acc:RF02123]"	X	74281703	74281849
ENSG00000251962	ENST00000516153			X	134403298	134403382
ENSG00000206685	ENST00000383958		"RNA, U6 small nuclear 1189, pseudogene [Source:HGNC Symbol;Acc:HGNC:48152]"	X	47087506	47087612
ENSG00000266272	ENST00000580943			X	136487292	136487392
ENSG00000266319	ENST00000580530			X	142606860	142606945
ENSG00000276350	ENST00000620733		microRNA 6858 [Source:HGNC Symbol;Acc:HGNC:50250]	X	154450320	154450386
ENSG00000281303	ENST00000631370			X	125199151	125199286
ENSG00000264224	ENST00000577230			X	24698122	24698191
ENSG00000278218	ENST00000615595		TUC338 [Source:RFAM;Acc:RF02271]	X	11148584	11148769
ENSG00000221466	ENST00000408539		microRNA 548aj-2 [Source:HGNC Symbol;Acc:HGNC:41600]	X	38023895	38023986
ENSG00000278838	ENST00000612254		Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	46073651	46073935
ENSG00000265144	ENST00000584298		microRNA 548am [Source:HGNC Symbol;Acc:HGNC:41637]	X	16627012	16627085
ENSG00000199705	ENST00000362835		Y RNA [Source:RFAM;Acc:RF00019]	X	123857062	123857163
ENSG00000264819	ENST00000580687			X	1292094	1292167
ENSG00000207081	ENST00000384353		"RNA, U6 small nuclear 616, pseudogene [Source:HGNC Symbol;Acc:HGNC:47579]"	X	134918310	134918416
ENSG00000263653	ENST00000583829			X	114636260	114636366
ENSG00000239745	ENST00000474043		"RNA, 7SL, cytoplasmic 790, pseudogene [Source:HGNC Symbol;Acc:HGNC:46806]"	X	74390692	74390989
ENSG00000221475	ENST00000408548		"small nucleolar RNA, H/ACA box 11D [Source:HGNC Symbol;Acc:HGNC:33622]"	X	52190621	52190748
ENSG00000266158	ENST00000578437		"RNA, 7SL, cytoplasmic 785, pseudogene [Source:HGNC Symbol;Acc:HGNC:46801]"	X	47280811	47281063
ENSG00000221375	ENST00000408448		"RNA, U6atac small nuclear 23, pseudogene [Source:HGNC Symbol;Acc:HGNC:46922]"	X	139885481	139885603
ENSG00000222922	ENST00000410990		"RNA, 5S ribosomal pseudogene 501 [Source:HGNC Symbol;Acc:HGNC:43401]"	X	32102065	32102176
ENSG00000252648	ENST00000516839			X	16298390	16298474
ENSG00000200473	ENST00000363603		"RNA, 5S ribosomal pseudogene 507 [Source:HGNC Symbol;Acc:HGNC:43407]"	X	70253042	70253162
ENSG00000238623	ENST00000459470			X	23553772	23553896
ENSG00000212595	ENST00000391293		5S ribosomal RNA [Source:RFAM;Acc:RF00001]	X	151026295	151026406
ENSG00000265456	ENST00000584290		microRNA 3672 [Source:HGNC Symbol;Acc:HGNC:38957]	X	121370972	121371053
ENSG00000201341	ENST00000364471		"RNA, U6 small nuclear 421, pseudogene [Source:HGNC Symbol;Acc:HGNC:47384]"	X	49945336	49945442
ENSG00000222321	ENST00000410389		microRNA 1912 [Source:HGNC Symbol;Acc:HGNC:35396]	X	114651544	114651623
ENSG00000271886	ENST00000606724		microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649]	X	53556223	53556341
ENSG00000199410	ENST00000362540		Y RNA [Source:RFAM;Acc:RF00019]	X	16912215	16912317
ENSG00000206936	ENST00000384209		"RNA, U4 small nuclear 52, pseudogene [Source:HGNC Symbol;Acc:HGNC:46988]"	X	49082028	49082165
ENSG00000223260	ENST00000411328		"RNA, 7SK small nuclear pseudogene 194 [Source:HGNC Symbol;Acc:HGNC:45918]"	X	96410432	96410782
ENSG00000207320	ENST00000384590		Y RNA [Source:RFAM;Acc:RF00019]	X	3641443	3641555
ENSG00000207871	ENST00000385136		microRNA 513b [Source:HGNC Symbol;Acc:HGNC:33935]	X	147199044	147199127
ENSG00000264120	ENST00000582865			X	151956683	151956778
ENSG00000266560	ENST00000583636			X	152114994	152138556
ENSG00000266560	ENST00000509345			X	152114994	152138556
ENSG00000266560	ENST00000577437			X	152114994	152138556
ENSG00000201594	ENST00000364724		"RNA, 5S ribosomal pseudogene 517 [Source:HGNC Symbol;Acc:HGNC:43417]"	X	146427456	146427572
ENSG00000274784	ENST00000362227		microRNA 424 [Source:HGNC Symbol;Acc:HGNC:31881]	X	134546611	134546721
ENSG00000207122	ENST00000384394		"RNA, U6 small nuclear 591, pseudogene [Source:HGNC Symbol;Acc:HGNC:47554]"	X	39081180	39081285
ENSG00000212510	ENST00000391208		"RNA, U6 small nuclear 972, pseudogene [Source:HGNC Symbol;Acc:HGNC:47935]"	X	136773999	136774105
ENSG00000199920	ENST00000363050		"RNA, U4 small nuclear 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:46980]"	X	134760208	134760348
ENSG00000264510	ENST00000581137			X	1291755	1291828
ENSG00000239333	ENST00000463595		"RNA, 7SL, cytoplasmic 658, pseudogene [Source:HGNC Symbol;Acc:HGNC:46674]"	X	16539137	16539439
ENSG00000222122	ENST00000410190		"RNA, U6 small nuclear 648, pseudogene [Source:HGNC Symbol;Acc:HGNC:47611]"	X	115032427	115032533
ENSG00000202199	ENST00000365329		"RNA, U1 small nuclear 115, pseudogene [Source:HGNC Symbol;Acc:HGNC:48457]"	X	133238657	133238816
ENSG00000280469	ENST00000625613			X	107698516	107698603
ENSG00000280956	ENST00000630292			X	67545277	67545422
ENSG00000223018	ENST00000411086			X	18863564	18863708
ENSG00000230320	ENST00000422058		BEN domain containing 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51362]	X	102705784	102706240
ENSG00000266420	ENST00000580570		"RNA, 7SL, cytoplasmic 118, pseudogene [Source:HGNC Symbol;Acc:HGNC:46134]"	X	119434519	119434820
ENSG00000207175	ENST00000384446		"RNA, U1 small nuclear 67, pseudogene [Source:HGNC Symbol;Acc:HGNC:48409]"	X	119423742	119423905
ENSG00000275182	ENST00000615001			X	82675638	82675727
ENSG00000211526	ENST00000390192			X	92460452	92460545
ENSG00000222313	ENST00000410381		"RNA, 7SK small nuclear pseudogene 267 [Source:HGNC Symbol;Acc:HGNC:45991]"	X	148822164	148822448
ENSG00000276801	ENST00000613212			X	128319027	128319080
ENSG00000207621	ENST00000384889		microRNA 224 [Source:HGNC Symbol;Acc:HGNC:31604]	X	151958578	151958658
ENSG00000274448	ENST00000613855			X	142428477	142428544
ENSG00000207984	ENST00000385249		microRNA 513a-2 [Source:HGNC Symbol;Acc:HGNC:32142]	X	147225826	147225952
ENSG00000205664	ENST00000461011			X	3817528	3843857
ENSG00000205664	ENST00000469903			X	3817528	3843857
ENSG00000205664	ENST00000483854			X	3817528	3843857
ENSG00000205664	ENST00000475317			X	3817528	3843857
ENSG00000205664	ENST00000425492			X	3817528	3843857
ENSG00000205664	ENST00000471090			X	3817528	3843857
ENSG00000205664	ENST00000486571			X	3817528	3843857
ENSG00000205664	ENST00000490920			X	3817528	3843857
ENSG00000221278	ENST00000408351			X	14764975	14765117
ENSG00000277275	ENST00000622657			X	119524455	119524563
ENSG00000221217	ENST00000408290			X	121868867	121868956
ENSG00000147127	ENST00000509895	ENSP00000421643	"RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18293]"	X	70282093	70285002
ENSG00000147127	ENST00000374473	ENSP00000363597	"RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18293]"	X	70282093	70285002
ENSG00000147127	ENST00000276066	ENSP00000276066	"RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18293]"	X	70282093	70285002
ENSG00000124260	ENST00000370323	ENSP00000359347	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000124260	ENST00000444834	ENSP00000406161	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000124260	ENST00000427322	ENSP00000391977	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000124260	ENST00000583480	ENSP00000464160	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000124260	ENST00000579960	ENSP00000462833	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000124260	ENST00000244096	ENSP00000244096	melanoma antigen family A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578
ENSG00000222736	ENST00000410804		"RNA, U4 small nuclear 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:10199]"	X	16875146	16875267
ENSG00000252296	ENST00000516487		Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	X	100100084	100100172
ENSG00000212098	ENST00000390809			X	95134279	95134372
ENSG00000222796	ENST00000410864		"RNA, U6 small nuclear 383, pseudogene [Source:HGNC Symbol;Acc:HGNC:47346]"	X	150955494	150955587
ENSG00000201826	ENST00000364956		"RNA, U6 small nuclear 867, pseudogene [Source:HGNC Symbol;Acc:HGNC:47830]"	X	76244968	76245074
ENSG00000274479	ENST00000619413			X	52265772	52265860
ENSG00000199226	ENST00000362356		"RNA, U6 small nuclear 50, pseudogene [Source:HGNC Symbol;Acc:HGNC:10229]"	X	46517766	46517868
ENSG00000221505	ENST00000408578			X	143446208	143446337
ENSG00000207572	ENST00000384840		microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023]	X	134169361	134169473
ENSG00000222133	ENST00000410201			X	10216598	10216699
ENSG00000265152	ENST00000582167			X	50006637	50006746
ENSG00000277312	ENST00000615153			X	70408176	70408284
ENSG00000263972	ENST00000583319		microRNA 1587 [Source:HGNC Symbol;Acc:HGNC:41596]	X	39837561	39837613
ENSG00000200431	ENST00000363561		"RNA, U4 small nuclear 81, pseudogene [Source:HGNC Symbol;Acc:HGNC:47017]"	X	70450879	70451022
ENSG00000275268	ENST00000517224		U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	X	140451148	140451208
ENSG00000265465	ENST00000585270		microRNA 4768 [Source:HGNC Symbol;Acc:HGNC:41592]	X	17425881	17425954
ENSG00000263410	ENST00000582806		"RNA, 7SL, cytoplasmic 460, pseudogene [Source:HGNC Symbol;Acc:HGNC:46476]"	X	77885377	77885634
ENSG00000199424	ENST00000362554		Y RNA [Source:RFAM;Acc:RF00019]	X	136571705	136571815
ENSG00000206948	ENST00000384221		"small nucleolar RNA, H/ACA box 36A [Source:HGNC Symbol;Acc:HGNC:32628]"	X	154768528	154768659
ENSG00000201271	ENST00000364401		"RNA, U1 small nuclear 112, pseudogene [Source:HGNC Symbol;Acc:HGNC:48454]"	X	72740706	72740869
ENSG00000207408	ENST00000384677		Y RNA [Source:RFAM;Acc:RF00019]	X	53324562	53324674
ENSG00000223259	ENST00000411327		"RNA, 5S ribosomal pseudogene 508 [Source:HGNC Symbol;Acc:HGNC:43408]"	X	76655009	76655127
ENSG00000212207	ENST00000390905		"RNA, U6 small nuclear 1321, pseudogene [Source:HGNC Symbol;Acc:HGNC:48284]"	X	41570923	41571029
ENSG00000252693	ENST00000516884		Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	X	124197743	124197849
ENSG00000206723	ENST00000383996		"RNA, U6 small nuclear 1056, pseudogene [Source:HGNC Symbol;Acc:HGNC:48019]"	X	48724455	48724561
ENSG00000263980	ENST00000578699			X	1293615	1293689
ENSG00000274077	ENST00000616044			X	11465953	11466138
ENSG00000227042	ENST00000454113			X	10242339	10365323
ENSG00000206639	ENST00000383912		Y RNA [Source:RFAM;Acc:RF00019]	X	21872707	21872808
ENSG00000252930	ENST00000517121		"RNA, U6 small nuclear 1015, pseudogene [Source:HGNC Symbol;Acc:HGNC:47978]"	X	112919132	112919230
ENSG00000278204	ENST00000613267		microRNA 6857 [Source:HGNC Symbol;Acc:HGNC:50263]	X	53405673	53405765
ENSG00000222518	ENST00000410586			X	125662904	125662994
ENSG00000200566	ENST00000363696		"RNA, U5F small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:42524]"	X	15916189	15916303
ENSG00000216114	ENST00000401295			X	139599216	139599303
ENSG00000208839	ENST00000386104		"small nucleolar RNA, H/ACA box 35 [Source:HGNC Symbol;Acc:HGNC:32625]"	X	114630797	114630924
ENSG00000212032	ENST00000390743			X	121332554	121332638
ENSG00000263835	ENST00000583047			X	1294132	1294206
ENSG00000264618	ENST00000581157		"RNA, 7SL, cytoplasmic 732, pseudogene [Source:HGNC Symbol;Acc:HGNC:46748]"	X	39786524	39786823
ENSG00000211524	ENST00000390190		microRNA 718 [Source:HGNC Symbol;Acc:HGNC:37317]	X	154019920	154019995
ENSG00000276543	ENST00000616415			X	156022631	156022698
ENSG00000263845	ENST00000584720			X	123017819	123017909
ENSG00000221175	ENST00000408248			X	113024429	113024506
ENSG00000238485	ENST00000458890		Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	X	139702287	139702390
ENSG00000221459	ENST00000408532		"small nucleolar RNA, H/ACA box 11C [Source:HGNC Symbol;Acc:HGNC:33621]"	X	47388649	47388777
ENSG00000277922	ENST00000618701		"FTX transcript, XIST regulator conserved region 5 [Source:RFAM;Acc:RF02122]"	X	74293357	74293574
ENSG00000252111	ENST00000516302			X	12148318	12148401
ENSG00000216056	ENST00000401237		microRNA 891a [Source:HGNC Symbol;Acc:HGNC:33635]	X	146027794	146027872
ENSG00000207602	ENST00000384870		microRNA 106a [Source:HGNC Symbol;Acc:HGNC:31494]	X	134170198	134170278
ENSG00000222608	ENST00000410676		"RNA, 5S ribosomal pseudogene 504 [Source:HGNC Symbol;Acc:HGNC:43404]"	X	52665231	52665347
ENSG00000251707	ENST00000515898		"RNA, U7 small nuclear 37 pseudogene [Source:HGNC Symbol;Acc:HGNC:34133]"	X	120503037	120503096
ENSG00000238709	ENST00000458744		"RNA, U7 small nuclear 56 pseudogene [Source:HGNC Symbol;Acc:HGNC:34152]"	X	16767844	16767905
ENSG00000212027	ENST00000390738		microRNA 374b [Source:HGNC Symbol;Acc:HGNC:33665]	X	74218517	74218628
ENSG00000200422	ENST00000363552		Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]	X	87146733	87146804
ENSG00000264573	ENST00000582825		"RNA, 7SL, cytoplasmic 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:46031]"	X	41345576	41345876
ENSG00000214111	ENST00000438281			X	25029545	25030235
ENSG00000198223	ENST00000381529	ENSP00000370940	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000381524	ENSP00000370935	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000493312		"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000412290	ENSP00000410667	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000419094	ENSP00000397452	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000381509	ENSP00000370920	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000494969	ENSP00000476684	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000481245		"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000355805	ENSP00000348058	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000486791	ENSP00000436825	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000355432	ENSP00000347606	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000381500	ENSP00000370911	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
ENSG00000198223	ENST00000477940		"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2435]"	X	1268800	1310381
